has_description,has_url,is_geo_enabled,has_twice_number_followers,has_default_profile,has_profile_image,has_100_friends_1_follower_ratio,has_50_friends_1_follower_ratio,is_protected,is_verified,num_favourites,num_list,num_followers,num_friends,statuses_count,followers_i_follow_back_ratio,friends_that_follow_me_back_ratio,is_bot
1,1,0,0,1,1,0,0,0,0,15,6,47,104,49,0.638297872,0.288461538,0
1,1,1,1,0,1,0,0,0,0,203,760,24449,27474,112283,0.860362387,0.765632962,0
1,0,1,1,0,1,0,0,0,0,5,6,140,180,1883,0.207142857,0.161111111,0
1,1,1,1,0,1,0,0,0,0,7488,113,22004,53,17642,0.001772405,0.735849057,0
1,1,1,1,0,1,0,0,0,0,238,6,90,29,10479,0.144444444,0.448275862,0
1,1,1,1,1,1,0,0,0,0,0,3,52,24,349,0.192307692,0.416666667,0
1,1,1,1,0,1,0,0,0,0,0,0,21,25,251,0.333333333,0.28,0
0,0,0,1,1,0,0,0,0,0,0,0,13,3,5,0.076923077,0.333333333,0
1,0,0,1,1,1,0,0,0,0,5,6,33,48,1575,0.484848485,0.333333333,0
0,1,0,1,0,1,0,0,0,0,2,0,17,33,30,0.588235294,0.303030303,0
1,1,0,1,1,1,0,0,0,0,1,16,283,184,1891,0.19434629,0.298913043,0
0,0,1,1,1,1,0,0,0,0,0,1,69,138,690,0.811594203,0.405797101,0
0,1,1,1,1,1,0,0,0,0,1,2,20,38,104,0.75,0.394736842,0
1,1,0,1,1,1,0,0,0,0,0,1,57,80,86,0.684210526,0.4875,0
1,1,0,0,0,1,0,0,0,0,10,4,69,174,685,0.333333333,0.132183908,0
1,0,1,1,0,1,0,0,0,0,0,1,40,28,83,0.375,0.535714286,0
1,1,0,1,0,1,0,0,0,0,0,9,509,597,27743,0.42043222,0.358458961,0
1,1,1,0,0,1,0,0,0,0,60,0,78,170,341,0.717948718,0.329411765,0
0,0,0,1,0,1,0,0,0,0,3,0,20,13,42,0.45,0.692307692,0
0,0,0,1,1,0,0,0,0,0,0,0,9,15,4,0.333333333,0.2,0
1,1,0,0,1,1,0,0,0,0,55,1,8,29,293,0.375,0.103448276,0
1,1,0,1,0,1,0,0,0,0,9,7,525,202,2801,0.074285714,0.193069307,0
0,0,0,0,1,1,0,0,0,0,0,0,1,14,11,0,0,0
1,1,1,1,0,1,0,0,0,0,3,33,3047,3333,2003,0.974072859,0.890489049,0
0,0,0,0,0,1,0,0,0,0,0,0,17,36,20,0.764705882,0.361111111,0
1,1,0,1,0,1,0,0,0,0,3,4,136,108,312,0.647058824,0.814814815,0
0,1,0,0,1,1,0,0,0,0,0,0,4,9,1,1,0.444444444,0
0,1,0,0,0,1,0,0,0,0,0,0,19,49,3,1,0.387755102,0
0,0,0,0,1,0,0,0,0,0,1,0,1,21,1,0,0,0
0,0,0,0,0,1,0,0,0,0,4,0,6,48,28,0.833333333,0.104166667,0
1,1,0,1,1,1,0,0,0,0,0,1,24,42,9,0.583333333,0.333333333,0
0,1,0,1,0,1,0,0,0,0,0,0,14,17,3,0.5,0.411764706,0
0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0.333333333,0
0,1,0,0,1,1,0,0,0,0,0,0,1,5,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,60,137,151,0.783333333,0.343065693,0
1,1,0,1,0,1,0,0,0,0,8,0,71,85,230,0.521126761,0.435294118,0
0,0,0,0,1,1,0,0,0,0,2,0,3,9,5,1,0.333333333,0
1,1,0,1,0,1,0,0,0,0,91,405,8703,618,6036,0.035619901,0.501618123,0
0,0,0,1,1,1,0,0,0,0,1,7,161,299,160,0.658385093,0.35451505,0
1,0,1,0,1,1,0,0,0,0,1,0,12,47,17,0.75,0.191489362,0
0,0,0,0,0,1,0,1,0,0,16,0,7,662,24,0.285714286,0.003021148,1
1,0,0,0,1,1,0,0,0,0,597,0,59,722,656,0.457627119,0.037396122,1
0,0,1,0,0,1,0,0,0,0,1150,0,16,116,1234,0.3125,0.043103448,1
0,0,0,0,0,1,0,0,0,0,530,0,17,227,573,0.176470588,0.013215859,1
0,0,0,0,1,0,0,0,0,0,653,0,19,570,675,0.736842105,0.024561404,1
0,0,1,0,0,1,0,0,0,0,1262,1,86,2009,1333,0.860465116,0.036834246,1
0,0,0,0,1,0,0,0,0,0,80,0,34,1553,99,0.764705882,0.01674179,1
1,0,0,0,1,0,0,0,0,0,497,0,77,1936,553,0.779220779,0.030991736,1
1,0,0,0,0,1,0,0,0,0,1402,1,12,504,1576,0.75,0.017857143,1
0,0,0,0,1,1,0,0,0,0,1108,0,50,2002,1378,0.84,0.020979021,1
1,0,0,0,0,1,0,0,0,0,1283,0,44,431,1444,0.318181818,0.032482599,1
0,0,0,0,1,0,0,0,0,0,1273,1,11,341,1351,0.545454545,0.017595308,1
1,0,0,0,1,1,0,0,0,0,0,0,18,639,43,0.222222222,0.006259781,1
1,0,0,0,1,1,0,0,0,0,0,0,21,628,50,0.095238095,0.003184713,1
1,0,0,0,1,1,0,0,0,0,0,0,24,600,68,0.083333333,0.003333333,1
0,0,0,0,1,1,0,0,0,0,0,0,20,617,60,0.4,0.012965964,1
1,0,0,0,1,1,0,0,0,0,0,0,28,620,52,0.107142857,0.00483871,1
1,0,0,0,1,1,0,0,0,0,0,0,33,637,67,0.303030303,0.015698587,1
1,0,0,0,1,1,0,0,0,0,0,0,22,612,44,0.136363636,0.004901961,1
1,0,0,0,1,1,0,0,0,0,0,0,24,651,66,0.291666667,0.010752688,1
0,0,0,0,1,1,0,0,0,0,0,0,21,641,56,0.19047619,0.00624025,1
1,0,0,0,1,1,0,0,0,0,0,0,24,637,65,0.291666667,0.010989011,1
1,0,0,0,1,1,0,0,0,0,0,0,23,792,79,0.217391304,0.006313131,1
0,0,0,0,1,1,0,0,0,0,0,0,17,620,59,0.176470588,0.00483871,1
1,0,0,0,1,1,0,0,0,0,0,0,16,650,64,0.25,0.006153846,1
1,0,0,0,1,1,0,0,0,0,0,0,31,758,81,0.258064516,0.01055409,1
1,0,0,0,1,1,0,0,0,0,0,0,26,600,62,0.115384615,0.005,1
0,0,0,0,1,1,0,0,0,0,0,0,22,618,70,0.227272727,0.008090615,1
1,0,0,0,1,1,0,0,0,0,0,0,21,739,52,0.238095238,0.0067659,1
1,0,0,0,1,1,0,0,0,0,0,0,26,627,69,0.076923077,0.003189793,1
1,0,0,0,1,1,0,0,0,0,0,0,21,620,57,0.333333333,0.011290323,1
0,0,0,0,1,1,0,0,0,0,0,0,13,637,45,0.230769231,0.004709576,1
0,0,0,0,1,1,0,0,0,0,0,0,17,632,57,0.470588235,0.012658228,1
1,0,0,0,1,1,0,0,0,0,0,0,29,621,66,0.172413793,0.00805153,1
1,0,0,0,1,1,0,0,0,0,0,0,20,686,56,0.2,0.005830904,1
0,0,0,0,1,1,0,0,0,0,0,0,25,619,59,0.32,0.012924071,1
1,0,0,0,1,1,0,0,0,0,0,0,24,602,58,0.166666667,0.006644518,1
1,0,0,0,1,1,0,0,0,0,0,0,28,602,57,0.25,0.011627907,1
1,0,0,0,1,1,0,0,0,0,0,0,22,614,55,0.272727273,0.009771987,1
1,0,0,0,1,1,0,0,0,0,0,0,18,597,59,0.111111111,0.003350084,1
1,0,0,0,1,1,0,0,0,0,0,0,21,662,63,0.142857143,0.004531722,1
1,0,0,0,1,1,0,0,0,0,0,0,24,599,62,0.25,0.010016694,1
1,0,0,0,1,1,0,0,0,0,0,0,18,634,54,0.222222222,0.006309148,1
1,0,0,0,1,1,0,0,0,0,0,0,18,686,56,0.222222222,0.005830904,1
1,0,0,0,1,1,0,0,0,0,0,0,21,609,42,0.19047619,0.006568144,1
0,0,0,0,1,1,0,0,0,0,0,0,29,739,78,0.137931034,0.00541272,1
1,0,0,0,1,1,0,0,0,0,0,0,17,630,62,0.117647059,0.003174603,1
0,0,0,0,1,1,0,0,0,0,0,0,18,653,59,0.333333333,0.009188361,1
0,0,0,0,1,1,0,0,0,0,0,0,19,636,54,0.210526316,0.006289308,1
1,0,0,0,1,1,0,0,0,0,0,0,37,676,63,0.378378378,0.020710059,1
0,0,0,0,1,1,0,0,0,0,0,0,24,597,48,0.166666667,0.006700168,1
1,0,0,0,1,1,0,0,0,0,0,0,20,653,69,0.3,0.009188361,1
1,0,0,0,1,1,0,0,0,0,0,0,23,609,61,0.217391304,0.008210181,1
1,0,0,0,1,1,0,0,0,0,0,0,24,808,81,0.083333333,0.002475248,1
1,0,0,0,1,1,0,0,0,0,0,0,25,637,64,0.32,0.01255887,1
1,0,0,0,1,1,0,0,0,0,0,0,27,594,63,0.074074074,0.003367003,1
1,0,0,0,1,1,0,0,0,0,0,0,22,671,62,0.136363636,0.004470939,1
0,0,0,0,1,1,0,0,0,0,0,0,30,673,57,0.233333333,0.010401189,1
1,0,0,0,1,1,0,0,0,0,0,0,21,629,63,0.142857143,0.004769475,1
1,0,0,0,1,1,0,0,0,0,0,0,24,722,66,0.166666667,0.005540166,1
1,0,0,0,1,1,0,0,0,0,0,0,18,611,61,0.277777778,0.008183306,1
1,0,0,0,1,1,0,0,0,0,0,0,26,655,70,0.269230769,0.010687023,1
0,0,0,0,1,1,0,0,0,0,0,0,13,572,60,0.230769231,0.005244755,1
1,0,0,0,1,1,0,0,0,0,0,0,27,670,70,0.259259259,0.010447761,1
1,0,0,0,1,1,0,0,0,0,0,0,18,609,65,0.111111111,0.003284072,1
1,0,0,0,1,1,0,0,0,0,0,0,43,651,62,0.162790698,0.010752688,1
1,0,0,0,1,1,0,0,0,0,0,0,30,809,83,0.1,0.003708282,1
1,0,0,0,1,1,0,0,0,0,0,0,32,599,54,0.25,0.013355593,1
1,0,0,0,1,1,0,0,0,0,0,0,30,1233,158,0.3,0.00729927,1
1,0,0,0,1,1,0,0,0,0,0,0,23,589,53,0.260869565,0.010186757,1
1,0,0,0,1,1,0,0,0,0,0,0,30,756,66,0.4,0.015873016,1
1,0,0,0,1,1,0,0,0,0,0,0,24,720,61,0.166666667,0.005555556,1
1,0,0,0,1,1,0,0,0,0,0,0,27,587,56,0.111111111,0.005110733,1
0,0,0,0,1,1,0,0,0,0,0,0,21,641,67,0.333333333,0.010920437,1
1,0,0,0,1,1,0,0,0,0,0,0,26,502,53,0.230769231,0.011952191,1
1,0,0,0,1,1,0,0,0,0,0,0,26,705,81,0.230769231,0.008510638,1
1,0,0,0,1,1,0,1,0,0,0,0,11,615,66,0.363636364,0.006504065,1
1,0,0,0,1,1,0,0,0,0,0,0,23,639,56,0.434782609,0.015649452,1
0,0,0,0,1,1,0,0,0,0,0,0,22,582,66,0.363636364,0.013745704,1
1,0,0,0,1,1,0,0,0,0,1,0,20,689,56,0.25,0.007256894,1
1,0,0,0,1,1,0,0,0,0,0,0,19,596,64,0.210526316,0.006711409,1
1,0,0,0,1,1,0,0,0,0,0,0,34,667,58,0.294117647,0.014992504,1
1,0,0,0,1,1,0,0,0,0,0,0,25,567,72,0.2,0.008818342,1
1,0,0,0,1,1,0,0,0,0,0,0,21,583,77,0.142857143,0.005145798,1
1,0,0,0,1,1,0,0,0,0,0,0,20,605,60,0.3,0.009917355,1
1,0,0,0,1,1,0,0,0,0,0,0,28,582,60,0.321428571,0.015463918,1
1,0,0,0,1,1,0,0,0,0,0,0,27,617,65,0.222222222,0.009724473,1
1,0,0,0,1,1,0,0,0,0,0,0,24,729,66,0.333333333,0.010973937,1
1,0,0,0,1,1,0,0,0,0,0,0,24,646,69,0.5,0.018575851,1
1,0,0,0,1,1,0,0,0,0,0,0,32,601,63,0.21875,0.011647255,1
0,0,0,0,1,1,0,0,0,0,0,0,13,541,59,0.153846154,0.003696858,1
1,0,0,0,1,1,0,0,0,0,0,0,13,569,57,0.615384615,0.014059754,1
0,0,0,0,1,1,0,0,0,0,0,0,22,578,75,0.318181818,0.012110727,1
1,0,0,0,1,1,0,0,0,0,0,0,18,626,61,0.166666667,0.004792332,1
1,0,0,0,1,1,0,0,0,0,0,0,35,685,72,0.342857143,0.017518248,1
1,0,0,0,1,1,0,0,0,0,0,0,19,597,56,0.368421053,0.011725293,1
0,0,0,0,1,1,0,0,0,0,0,0,27,597,45,0.259259259,0.011725293,1
1,0,0,0,1,1,0,0,0,0,0,0,27,631,54,0.185185185,0.00792393,1
1,0,0,0,1,1,0,0,0,0,0,0,19,608,52,0.157894737,0.004934211,1
1,0,0,0,1,1,0,1,0,0,0,0,11,588,53,0.272727273,0.005102041,1
1,0,0,0,1,1,0,0,0,0,0,0,32,507,63,0.15625,0.009861933,1
1,0,0,0,1,1,0,0,0,0,0,0,26,672,54,0.153846154,0.005952381,1
1,0,0,0,1,1,0,0,0,0,0,0,17,560,54,0.352941176,0.010714286,1
0,0,0,0,1,1,0,0,0,0,0,0,26,745,65,0.5,0.017449664,1
1,0,0,0,1,1,0,0,0,0,0,0,16,590,46,0.3125,0.008474576,1
1,0,0,0,1,1,0,0,0,0,0,0,28,581,48,0.285714286,0.013769363,1
0,0,0,0,1,1,0,0,0,0,0,0,18,613,58,0.333333333,0.009787928,1
1,0,0,0,1,1,0,0,0,0,0,0,23,638,61,0.347826087,0.012539185,1
0,0,0,0,1,1,0,0,0,0,0,0,19,625,60,0.052631579,0.0016,1
1,0,0,0,1,1,0,0,0,0,0,0,16,689,61,0.125,0.002902758,1
1,0,0,0,1,1,0,0,0,0,0,0,23,591,80,0.260869565,0.010152284,1
1,0,0,0,1,1,0,0,0,0,0,0,20,549,56,0.2,0.007285974,1
1,0,0,0,1,1,0,0,0,0,1,0,27,715,70,0.259259259,0.00979021,1
1,0,0,0,1,1,0,0,0,0,0,0,20,531,71,0.1,0.003766478,1
1,0,0,0,1,1,0,0,0,0,0,0,19,583,58,0.263157895,0.008576329,1
1,0,0,0,1,1,0,0,0,0,0,0,33,1004,107,0.272727273,0.008964143,1
0,0,0,0,1,1,0,0,0,0,0,0,31,560,68,0.225806452,0.0125,1
1,0,0,0,1,1,0,0,0,0,0,0,25,592,54,0.2,0.008445946,1
1,0,0,0,1,1,0,0,0,0,0,0,24,558,37,0.083333333,0.003584229,1
1,0,0,0,1,1,0,0,0,0,0,0,23,621,53,0.173913043,0.006441224,1
0,0,0,0,1,1,0,0,0,0,0,0,25,679,67,0.36,0.013254786,1
1,0,0,0,1,1,0,0,0,0,0,0,25,588,46,0.44,0.018707483,1
1,0,0,0,1,1,0,0,0,0,0,0,28,565,60,0.285714286,0.014159292,1
1,0,0,0,1,1,0,0,0,0,0,0,28,558,58,0.178571429,0.008960573,1
1,0,0,0,1,1,0,0,0,0,0,0,21,591,48,0.19047619,0.00676819,1
1,0,0,0,1,1,0,0,0,0,0,0,24,589,65,0.375,0.015280136,1
1,0,0,0,1,1,0,0,0,0,0,0,24,540,56,0.291666667,0.012962963,1
1,0,0,0,1,1,0,0,0,0,0,0,28,618,55,0.285714286,0.012944984,1
1,0,0,0,1,1,0,0,0,0,0,0,23,590,75,0.434782609,0.016949153,1
1,0,0,0,1,1,0,0,0,0,0,0,25,556,50,0.24,0.010791367,1
1,0,0,0,1,1,0,0,0,0,0,0,13,504,51,0.076923077,0.001984127,1
1,0,0,0,1,1,0,0,0,0,0,0,22,508,45,0.272727273,0.011811024,1
1,0,0,0,1,1,0,0,0,0,0,0,28,701,45,0.285714286,0.011412268,1
1,0,0,0,1,1,0,0,0,0,0,0,28,763,78,0.357142857,0.01310616,1
1,0,0,0,1,1,0,0,0,0,0,0,35,572,55,0.314285714,0.019230769,1
0,0,0,0,1,1,0,0,0,0,0,0,27,527,39,0.333333333,0.017077799,1
1,0,0,0,1,1,0,0,0,0,0,0,27,549,65,0.407407407,0.02003643,1
1,0,0,0,1,1,0,0,0,0,0,0,22,563,44,0.227272727,0.008880995,1
1,0,0,0,1,1,0,0,0,0,0,0,24,578,60,0.375,0.015570934,1
0,0,0,0,1,1,0,0,0,0,0,0,30,612,55,0.233333333,0.011437908,1
1,0,0,0,1,1,0,0,0,0,0,0,25,641,65,0.2,0.007800312,1
1,0,0,0,1,1,0,0,0,0,0,0,17,551,47,0.529411765,0.016333938,1
1,0,0,0,1,1,0,0,0,0,0,0,24,683,67,0.5,0.017569546,1
1,0,0,0,1,1,0,0,0,0,0,0,28,703,69,0.142857143,0.0056899,1
1,0,0,0,1,1,0,0,0,0,0,0,21,621,59,0.428571429,0.014492754,1
1,0,0,0,1,1,0,0,0,0,0,0,16,556,41,0.375,0.010791367,1
1,0,0,0,1,1,0,0,0,0,0,0,20,735,56,0.35,0.00952381,1
0,0,0,0,1,1,0,0,0,0,0,0,24,572,44,0.333333333,0.013986014,1
0,0,0,0,1,1,0,0,0,0,0,0,22,722,72,0.181818182,0.005540166,1
1,0,0,0,1,1,0,0,0,0,0,0,27,526,52,0.148148148,0.007604563,1
1,0,0,0,1,1,0,0,0,0,0,0,26,654,59,0.384615385,0.01529052,1
1,0,0,0,1,1,0,0,0,0,0,0,23,642,70,0.347826087,0.012461059,1
1,0,0,0,1,1,0,0,0,0,0,0,28,565,57,0.357142857,0.017699115,1
1,0,0,0,1,1,0,0,0,0,0,0,23,513,55,0.173913043,0.007797271,1
1,0,0,0,1,1,0,0,0,0,0,0,23,581,57,0.304347826,0.012048193,1
1,0,0,0,1,1,0,0,0,0,0,0,25,623,51,0.16,0.006420546,1
1,0,0,0,1,1,0,0,0,0,0,0,23,642,65,0.173913043,0.00623053,1
1,0,0,0,1,1,0,0,0,0,0,0,26,496,56,0.230769231,0.012096774,1
1,0,0,0,1,1,0,0,0,0,0,0,22,657,63,0.181818182,0.00608828,1
1,0,0,0,1,1,0,0,0,0,0,0,18,610,47,0.277777778,0.008196721,1
1,0,0,0,1,1,0,0,0,0,0,0,26,559,60,0.153846154,0.007155635,1
0,0,0,0,1,1,0,0,0,0,0,0,19,608,68,0.315789474,0.009868421,1
1,0,0,0,1,1,0,0,0,0,0,0,24,722,64,0.375,0.012465374,1
1,0,0,0,1,1,0,0,0,0,0,0,26,588,69,0.230769231,0.010204082,1
1,0,0,0,1,1,0,0,0,0,0,0,27,784,61,0.259259259,0.008928571,1
1,0,0,0,1,1,0,0,0,0,0,0,41,836,96,0.341463415,0.016746411,1
0,0,0,0,1,1,0,0,0,0,0,0,21,507,50,0.238095238,0.009861933,1
1,0,0,0,1,1,0,0,0,0,0,0,30,701,67,0.466666667,0.019971469,1
0,0,0,0,1,1,0,0,0,0,0,0,21,624,67,0.238095238,0.008012821,1
1,0,0,0,1,1,0,0,0,0,0,0,26,610,56,0.346153846,0.014754098,1
1,0,0,0,1,1,0,0,0,0,0,0,19,552,54,0.210526316,0.007246377,1
1,0,0,0,1,1,0,0,0,0,0,0,23,573,46,0.217391304,0.008726003,1
1,0,0,0,1,1,0,0,0,0,0,0,16,541,46,0.4375,0.012939002,1
1,0,0,0,1,1,0,0,0,0,0,0,28,653,66,0.25,0.010719755,1
1,0,0,0,1,1,0,0,0,0,0,0,16,516,38,0.1875,0.005813953,1
1,0,0,0,1,1,0,0,0,0,0,0,13,536,42,0.153846154,0.003731343,1
1,0,0,0,1,1,0,0,0,0,0,0,26,627,64,0.346153846,0.014354067,1
1,0,0,0,1,1,0,0,0,0,0,0,22,638,66,0.227272727,0.007836991,1
1,0,0,0,1,1,0,0,0,0,0,0,26,712,69,0.269230769,0.009831461,1
0,0,0,0,1,1,0,0,0,0,0,0,15,543,55,0.4,0.011049724,1
1,0,0,0,1,1,0,0,0,0,0,0,28,512,56,0.214285714,0.01171875,1
1,0,0,0,1,1,0,0,0,0,0,0,23,471,54,0.130434783,0.006369427,1
1,0,0,0,1,1,0,0,0,0,0,0,20,637,57,0.2,0.006279435,1
1,0,0,0,1,1,0,0,0,0,0,0,24,582,59,0.166666667,0.006872852,1
1,0,0,0,1,1,0,0,0,0,0,0,20,537,62,0.2,0.00744879,1
0,0,0,0,1,1,0,0,0,0,0,0,15,562,59,0.4,0.010676157,1
1,0,0,0,1,1,0,0,0,0,0,0,24,548,52,0.208333333,0.009124088,1
1,0,0,0,1,1,0,1,0,0,0,0,7,441,44,0.142857143,0.002267574,1
1,0,0,0,1,1,0,0,0,0,0,0,18,519,52,0.333333333,0.011560694,1
1,0,0,0,1,1,0,0,0,0,0,0,19,611,62,0.105263158,0.003273322,1
0,0,0,0,1,1,0,0,0,0,0,0,21,527,55,0.285714286,0.011385199,1
1,0,0,0,1,1,0,0,0,0,0,0,22,600,69,0.318181818,0.011666667,1
0,0,0,0,1,1,0,0,0,0,0,0,18,672,71,0.555555556,0.014880952,1
1,0,0,0,1,1,0,0,0,0,0,0,24,545,48,0.166666667,0.00733945,1
1,0,0,0,1,1,0,0,0,0,0,0,25,499,48,0.36,0.018036072,1
1,0,0,0,1,1,0,0,0,0,0,0,19,525,53,0.157894737,0.005714286,1
0,0,0,0,1,1,0,0,0,0,0,0,21,593,57,0.333333333,0.011804384,1
0,0,0,0,1,1,0,0,0,0,0,0,20,515,47,0.3,0.011650485,1
1,0,0,0,1,1,0,0,0,0,0,0,31,579,67,0.129032258,0.006908463,1
1,0,0,0,1,1,0,0,0,0,0,0,25,735,67,0.2,0.006802721,1
1,0,0,0,1,1,0,0,0,0,0,0,28,534,47,0.178571429,0.009363296,1
1,0,0,0,1,1,0,0,0,0,0,0,24,522,39,0.291666667,0.013409962,1
1,0,0,0,1,1,0,0,0,0,0,0,23,554,60,0.173913043,0.007220217,1
1,0,0,0,1,1,0,0,0,0,0,0,24,526,52,0.416666667,0.019011407,1
0,0,0,0,1,1,0,0,0,0,0,0,25,544,51,0.12,0.005514706,1
0,0,0,0,1,1,0,0,0,0,0,0,19,454,53,0.210526316,0.008810573,1
0,0,0,0,1,1,0,0,0,0,0,0,19,608,65,0.315789474,0.009868421,1
1,0,0,0,1,1,0,0,0,0,0,0,23,534,43,0.260869565,0.011235955,1
1,0,0,0,1,1,0,0,0,0,0,0,25,569,48,0.32,0.014059754,1
1,0,0,0,1,1,0,0,0,0,0,0,20,523,43,0.3,0.011472275,1
1,0,0,0,1,1,0,0,0,0,0,0,23,537,61,0.260869565,0.011173184,1
1,0,0,0,1,1,0,0,0,0,0,0,22,517,53,0.454545455,0.01934236,1
0,0,0,0,1,1,0,0,0,0,0,0,17,529,46,0.352941176,0.011342155,1
0,0,0,0,1,1,0,0,0,0,0,0,24,534,42,0.416666667,0.018726592,1
1,0,0,0,1,1,0,0,0,0,0,0,26,513,45,0.269230769,0.013645224,1
1,0,0,0,1,1,0,0,0,0,0,0,17,544,52,0.176470588,0.005514706,1
0,0,0,0,1,1,0,0,0,0,0,0,25,571,63,0.32,0.014010508,1
1,0,0,0,1,1,0,0,0,0,0,0,28,507,51,0.357142857,0.019723866,1
1,0,0,0,1,1,0,0,0,0,0,0,31,538,52,0.193548387,0.011152416,1
1,0,0,0,1,1,0,0,0,0,0,0,26,527,56,0.192307692,0.009487666,1
1,0,0,0,1,1,0,0,0,0,0,0,20,566,53,0.2,0.007067138,1
1,0,0,0,1,1,0,0,0,0,0,0,21,557,64,0.238095238,0.008976661,1
0,0,0,0,1,1,0,0,0,0,0,0,22,525,40,0.136363636,0.005714286,1
1,0,0,0,1,1,0,0,0,0,0,0,23,524,58,0.260869565,0.011450382,1
1,0,0,0,1,1,0,0,0,0,0,0,28,537,48,0.214285714,0.011173184,1
1,0,0,0,1,1,0,0,0,0,0,0,20,514,57,0.2,0.007782101,1
1,0,0,0,1,1,0,0,0,0,0,0,26,529,45,0.153846154,0.007561437,1
0,0,0,0,1,1,0,0,0,0,0,0,13,554,56,0.230769231,0.005415162,1
1,0,0,0,1,1,0,0,0,0,0,0,17,548,39,0.294117647,0.009124088,1
1,0,0,0,1,1,0,0,0,0,0,0,24,544,53,0.375,0.016544118,1
1,0,0,0,1,1,0,0,0,0,0,0,24,576,63,0.25,0.010416667,1
1,0,0,0,1,1,0,0,0,0,0,0,20,496,52,0.25,0.010080645,1
1,0,0,0,1,1,0,0,0,0,0,0,21,548,40,0.238095238,0.009124088,1
1,0,0,0,1,1,0,0,0,0,0,0,23,597,39,0.173913043,0.006700168,1
0,0,0,0,1,1,0,0,0,0,0,0,24,623,57,0.291666667,0.011235955,1
1,0,0,0,1,1,0,0,0,0,0,0,17,541,60,0.294117647,0.009242144,1
1,0,0,0,1,1,0,0,0,0,0,0,24,520,47,0.333333333,0.015384615,1
1,0,0,0,1,1,0,0,0,0,0,0,42,728,61,0.238095238,0.013736264,1
0,0,0,0,1,1,0,0,0,0,0,0,26,530,57,0.230769231,0.011320755,1
0,0,0,0,1,1,0,0,0,0,0,0,27,507,56,0.148148148,0.007889546,1
1,0,0,0,1,1,0,0,0,0,0,0,15,513,42,0.066666667,0.001949318,1
1,0,0,0,1,1,0,0,0,0,0,0,25,545,51,0.44,0.020183486,1
1,0,0,0,1,1,0,0,0,0,0,0,18,505,47,0.222222222,0.007920792,1
1,0,0,0,1,1,0,0,0,0,0,0,24,468,40,0.291666667,0.014957265,1
1,0,0,0,1,1,0,0,0,0,3,0,19,521,61,0.315789474,0.011516315,1
0,0,0,0,1,1,0,0,0,0,0,0,26,604,64,0.346153846,0.014900662,1
1,0,0,0,1,1,0,0,0,0,0,0,24,714,58,0.166666667,0.005602241,1
0,0,0,0,1,1,0,0,0,0,0,0,24,511,54,0.416666667,0.019569472,1
1,0,0,0,1,1,0,0,0,0,0,0,19,538,41,0.105263158,0.003717472,1
0,0,0,0,1,1,0,0,0,0,0,0,16,505,54,0.25,0.007920792,1
1,0,0,0,1,1,0,0,0,0,0,0,18,506,46,0.444444444,0.015810277,1
1,0,0,0,1,1,0,0,0,0,0,0,17,559,49,0.117647059,0.003577818,1
0,0,0,0,1,1,0,0,0,0,0,0,39,613,52,0.41025641,0.026101142,1
1,0,0,0,1,1,0,0,0,0,0,0,21,559,44,0.19047619,0.007155635,1
1,0,0,0,1,1,0,0,0,0,0,0,29,647,58,0.413793103,0.018547141,1
1,0,0,0,1,1,0,0,0,0,0,0,24,548,62,0.208333333,0.009124088,1
0,0,0,0,1,1,0,0,0,0,0,0,21,517,45,0.142857143,0.005802708,1
1,0,0,0,1,1,0,0,0,0,0,0,22,520,51,0.272727273,0.011538462,1
0,0,0,0,1,1,0,0,0,0,0,0,22,551,58,0.318181818,0.012704174,1
1,0,0,0,1,1,0,0,0,0,0,0,28,499,44,0.142857143,0.008016032,1
0,0,0,0,1,1,0,0,0,0,0,0,16,496,55,0.1875,0.006048387,1
1,0,0,0,1,1,0,0,0,0,0,0,20,510,40,0.3,0.011764706,1
1,0,0,0,1,1,0,0,0,0,0,0,26,601,44,0.230769231,0.009983361,1
1,0,0,0,1,1,0,0,0,0,0,0,30,507,49,0.2,0.01183432,1
1,0,0,0,1,1,0,0,0,0,0,0,18,534,51,0.333333333,0.011235955,1
1,0,0,0,1,1,0,0,0,0,0,0,30,614,67,0.266666667,0.013029316,1
1,0,0,0,1,1,0,0,0,0,0,0,20,548,44,0.2,0.00729927,1
1,0,0,0,1,1,0,0,0,0,0,0,28,532,42,0.25,0.013157895,1
1,0,0,0,1,1,0,0,0,0,0,0,16,564,52,0.25,0.007092199,1
1,0,0,0,1,1,0,0,0,0,0,0,25,527,55,0.4,0.018975332,1
0,0,0,0,1,1,0,0,0,0,0,0,36,662,43,0.222222222,0.012084592,1
1,0,0,0,1,1,0,0,0,0,0,0,19,508,52,0.210526316,0.007874016,1
1,0,0,0,1,1,0,0,0,0,0,0,17,561,62,0.294117647,0.008912656,1
0,0,0,0,1,1,0,0,0,0,0,0,18,444,37,0.166666667,0.006756757,1
0,0,0,0,1,1,0,0,0,0,0,0,14,546,50,0.285714286,0.007326007,1
1,0,0,0,1,1,0,0,0,0,0,0,38,517,46,0.157894737,0.011605416,1
1,0,0,0,1,1,0,0,0,0,0,0,19,405,44,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,25,483,56,0.16,0.008281573,1
